"auto_id","unit","id","DATACLASS","CORTEX","TECHNIQUE","ALTER","EDGEDAMAGE","TYPE","FBSECOND","FBTHIRD","PLATSURF","PLATEXT","FORM","SCARMORPH","RETEDGES","RETINTENSE","REPRISE","LENGTH","WIDTH","MAXWIDTH","THICKNESS","PLATWIDTH","PLATTHICK","MATERIAL","EXTSURFACE","EXTTYPE","WEIGHT","PLATTECH","PLATANG","MULTIPLE","EPA","SHAPE","SUPPORT","SURFPCT","PROXREMOVS","PREPPLATS","FLAKDIRECT","SCARLENGTH","SCARWIDTH"
5532,"C1",710,"SHATTER","-1",NA,"LIGHTPATINA","INTERIOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","N/A",14,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5533,"C1",711,"DISTFLAKE","0%","NORMAL","LIGHTPATINA","INTERIOR",NA,NA,NA,NA,NA,"NORMAL","PLAIN",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",30,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5534,"C1",712,"COMPFLAKE","40-60%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG CORT","NONE","NORMAL","UNI-",NA,NA,NA,49.9,22.3,22.4,8.3,4.5,1.2,"LOCAL CAMPANIEN","40-60%","CORTEX",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5535,"C1",713,"PROXFLAKE","0%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,18.1,9.2,"LOCAL CAMPANIEN","0-10%","N/A",6,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5536,"C1",714,"COREFRAG","0%","N/A","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,50.8,0,51.1,23.9,0,0,"LOCAL CAMPANIEN","0-10%","N/A",44,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18311,"C1",715,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","N/A",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,59.2,37.8,40,17,14.2,7,"LOCAL CAMPANIEN","10-40%","N/A",52,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18312,"C1",716,"COMPFLAKE","40-60%","NORMAL","WHITE","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,47.6,44,53.3,12.5,19.6,8.3,"LOCAL CAMPANIEN","40-60%","N/A",29,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18313,"C1",717,"COMPFLAKE","10-40%","N/A","WHITE","EXTERIOR",NA,NA,NA,"DIHEDRAL","TRIM","NORMAL","N/A",NA,NA,NA,41.7,38.7,50.6,14.6,43.8,17.3,"LOCAL CAMPANIEN","10-40%","CORTEX",29,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18314,"C1",718,"COMPFLAKE","40-60%","NORMAL","WHITE","EXTERIOR",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,51.6,41.7,43.3,13.1,20.7,3.5,"LOCAL CAMPANIEN","40-60%","N/A",32,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18315,"C1",719,"CORE","0%","NORMAL","WHITE","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,62.1,0,42,36.9,0,0,"LOCAL CAMPANIEN","0-10%","N/A",67,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18316,"C1",720,"MEDFLAKE","-1","N/A","WHITE","N/A",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","N/A",24,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18317,"C1",721,"COMPFLAKE","0%","OTHER","WHITE","NONE",NA,NA,NA,"LRG PLAIN","TRIM","ANGULAR","N/A",NA,NA,NA,31.6,24.3,56.1,14.2,31.7,6,"LOCAL CAMPANIEN","0-10%","N/A",22,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18318,"C1",722,"DISTFLAKE","-1","NORMAL","HEAVY PATINA","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","N/A",54,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18319,"C1",723,"COREFRAG","10-40%","N/A","DOUBLE PATINA","EXT/INT",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,58.3,0,31.1,33.1,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",46,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18320,"C1",724,"MANUPORT","-1",NA,"OTHER","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,0,36.3,32.5,0,0,"QUARTZITE","N/A","CORTEX",110,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18321,"C1",725,"MEDFLAKE","1-10%","N/A","WHITE","EXT/INT",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",38,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18322,"C1",726,"DIST TOOL","-1","N/A","WHITE","NONE",43,NA,NA,NA,NA,"NORMAL","N/A","1","N/A","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","N/A",31,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18323,"C1",727,"SHATTER","-1",NA,"OTHER","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"QUARTZITE","N/A","N/A",34,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18324,"C1",728,"MEDFLAKE","-1","N/A","WHITE","INTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","N/A",41,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18325,"C1",729,"MEDFLAKE","90-99%","NORMAL","WHITE","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",50,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18326,"C1",730,"COMPFLAKE","-1","N/A","WHITE","NONE",NA,NA,NA,"LRG PLAIN","MISSING","NORMAL","N/A",NA,NA,NA,75.9,47.7,58.7,20.4,31.6,11.2,"LOCAL CAMPANIEN","N/A","N/A",126,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18327,"C1",731,"COMPTOOL","0%","NORMAL","HEAVY PATINA","NONE",26,NA,NA,"LRG PLAIN","RET S / TALON","NORMAL","PLAIN","1","HEAVY","NONE",39.6,41.1,61,16.1,54.5,14.9,"LOCAL CAMPANIEN","0-10%","N/A",38,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18328,"C1",732,"SHATTER","90-99%",NA,"UNALTERED","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",24,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18329,"C1",733,"DISTFLAKE","60-90%","NORMAL","WHITE","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","60-90%","CORTEX",15,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18330,"C1",734,"MEDFLAKE","60-90%","N/A","WHITE","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","60-90%","CORTEX",123,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18331,"C1",735,"CORE","40-60%","NORMAL","WHITE","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,71.1,0,58,27.8,0,0,"LOCAL CAMPANIEN","40-60%","N/A",90,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18332,"C1",736,"COMPFLAKE","10-40%","BLADE","LIGHTPATINA","EXTERIOR",48,NA,NA,"DIHEDRAL","TRIM","NORMAL","UNI-",NA,NA,NA,84.3,32.1,33.3,9.2,24.9,10.1,"LOCAL CAMPANIEN","10-40%","CORTEX",36,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18333,"C1",737,"COMPTOOL","0%","LEVAL","HEAVY PATINA","NONE",42,NA,NA,"CNVX FACET","NONE","NORMAL","SUB-RAD","1","N/A","NONE",66.9,29.2,30,8.8,24.5,9.3,"EXOTIC","0-10%","N/A",24,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18334,"C1",738,"COMPFLAKE","90-99%","NORMAL","LIGHTPATINA","NONE",NA,NA,NA,"REMOVED","NONE","NORMAL","OTHER",NA,NA,NA,55.6,44.5,50.9,17.9,0,0,"LOCAL CAMPANIEN","90-100%","CORTEX",49,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18335,"C1",739,"CORE","10-40%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,56.2,0,47.8,23.1,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",49,NA,0,"NO",NA,"NORMAL","FLAKE",65,3,2,"MULTI-COMMON",31.75,22.21
18336,"C1",740,"CORE","0%","N/A","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,44.6,0,43.6,18.6,0,0,"LOCAL CAMPANIEN","0-10%","N/A",37,NA,0,"NO",NA,"NORMAL","N/A",100,0,0,"MULTIFACE",0,0
18337,"C1",741,"DISTFLAKE","1-10%","NORMAL","WHITE","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",33,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18338,"C1",742,"MED TOOL","0%","NORMAL","WHITE","NONE",64,"10",64,NA,NA,"NORMAL","RADIAL","3","NORMAL","P D",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",63,"NORMAL",0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
18339,"C1",743,"CORE","0%","NORMAL","WHITE","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,74.4,0,71.1,29.7,0,0,"LOCAL CAMPANIEN","0-10%","N/A",176,NA,0,"NO",NA,"DISK","ROGNON",100,4,1,"MULTIFACE",39.77,35.48
18588,"C1",744,"CORE","60-90%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","UNI-",NA,NA,NA,35.3,0,31.3,15.2,0,0,"LOCAL CAMPANIEN","60-90%","CORTEX",13,NA,0,"NO",NA,"NORMAL","FLAKE",65,2,0,"MULTI-COMMON",22.77,24.21
18725,"C1",745,"MEDFLAKE","0%","LEVAL","WHITE","NONE",1,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",15,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18758,"C1",746,"COMPFLAKE","0%","NORMAL","WHITE","EXTERIOR",NA,NA,NA,"DIHEDRAL","NONE","NORMAL","N/A",NA,NA,NA,39.63,21.54,29.99,5.99,28.21,8.04,"LOCAL CAMPANIEN","0-10%","N/A",10,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18796,"C1",747,"PROXFLAKE","-1","N/A","WHITE","EXT/INT",NA,NA,NA,"PNCT PLAIN","MISSING","NORMAL","N/A",NA,NA,NA,0,0,0,0,6.32,1.88,"LOCAL CAMPANIEN","N/A","N/A",7,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
18903,"C1",748,"COMPFLAKE","10-40%","N/A","WHITE","NONE",NA,NA,NA,"CNVX FACET","SCAR","NORMAL","N/A",NA,NA,NA,45.2,40.04,40.04,9.53,22.43,4.37,"LOCAL CAMPANIEN","10-40%","CORTEX",22,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5870,"D1",42,"MANUPORT","-1",NA,"OTHER","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5888,"D1",60,"PROXFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,21.6,6.4,"LOCAL CAMPANIEN","0-10%","N/A",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5889,"D1",61,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG CORT","NONE","NORMAL","UNI-",NA,NA,NA,45.7,35.4,34.8,15.4,6.9,4,"LOCAL CAMPANIEN","10-40%","CORTEX",24,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5890,"D1",62,"COMPFLAKE","0%","NORMAL","HEAVY PATINA","INTERIOR",NA,NA,NA,"STRT FACET","NONE","NORMAL","SUB-RAD",NA,NA,NA,33.7,19,21.3,8.2,9.5,3.2,"LOCAL CAMPANIEN","0-10%","N/A",5,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5891,"D1",63,"CORE","-1","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","SUB-RAD",NA,NA,NA,58.8,0,54.7,34.6,0,0,"LOCAL CAMPANIEN","N/A","CORTEX",129,NA,0,"NO",NA,"NORMAL","ROGNON",50,2,2,"UNI-",48.4,35.33
5892,"D1",64,"DISTFLAKE","40-60%","NORMAL","UNALTERED","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","40-60%","CORTEX",4,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5893,"D1",65,"DIST TOOL","1-10%","NORMAL","UNALTERED","NONE",62,NA,NA,NA,NA,"NORMAL","RADIAL",NA,"N/A","LATERAL",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%",NA,0,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5894,"D1",66,"COMPFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,50.1,36.4,38.3,11.1,32.2,13.6,"LOCAL CAMPANIEN","0-10%","N/A",39,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5895,"D1",67,"COMPFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","RADIAL",NA,NA,NA,38.4,20.5,23.7,9,15.7,4.4,"LOCAL CAMPANIEN","0-10%","N/A",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5897,"D1",69,"SHATTER","-1",NA,"OTHER","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A","N/A",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5898,"D1",70,"COMPFLAKE","0%","NORMAL","HEAVY PATINA","EXTERIOR",48,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,48.5,25.6,28.2,12.4,19.9,6,"LOCAL CAMPANIEN","0-10%","N/A",16,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5899,"D1",71,"PROXFLAKE","40-60%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,0,0,0,0,19,5.2,"LOCAL CAMPANIEN","40-60%","CORTEX",15,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5900,"D1",72,"COMPFLAKE","1-10%","DISC","HEAVY PATINA","NONE",5,NA,NA,"LRG PLAIN","NONE","NORMAL","RADIAL",NA,NA,NA,47.5,27.5,35.4,15.8,20.5,5.4,"LOCAL CAMPANIEN","0-10%","CORTEX",20,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5901,"D1",73,"DISTFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",9,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5902,"D1",74,"DIST TOOL","1-10%","BLADE","HEAVY PATINA","NONE",45,NA,NA,NA,NA,"NORMAL","N/A",NA,"N/A","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",6,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5903,"D1",75,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","EXTERIOR",38,NA,NA,"LRG PLAIN","NONE","NORMAL","PLAIN",NA,NA,NA,56,35.9,41.3,11.5,20.3,7.5,"LOCAL CAMPANIEN","10-40%","CORTEX",28,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5904,"D1",76,"SHATTER","1-10%",NA,"HEAVY PATINA","NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","CORTEX",37,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5905,"D1",77,"MEDFLAKE","-1","N/A","BURNED","NONE",NA,NA,NA,NA,NA,"ANGULAR","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","N/A",NA,0,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5906,"D1",78,"COMPFLAKE","0%","RETFLK","HEAVY PATINA","NONE",NA,NA,NA,"PNCT PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,30.9,21.2,21.5,5.5,4.9,3.1,"LOCAL CAMPANIEN","0-10%","N/A",4,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5907,"D1",79,"COMPFLAKE","0%","NORMAL","HEAVY PATINA","NONE",48,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,54.8,45.1,48.4,12.9,9.9,7.4,"LOCAL CAMPANIEN","0-10%","N/A",38,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5908,"D1",80,"MED TOOL","0%","NORMAL","HEAVY PATINA","NONE",10,NA,NA,NA,NA,"NORMAL","N/A",NA,"HEAVY","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",24,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5909,"D1",81,"COMPFLAKE","40-60%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,46.8,21.9,22.1,7.5,9.7,4.7,"LOCAL CAMPANIEN","40-60%","CORTEX",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5910,"D1",82,"COMPFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,34.6,22.2,27.4,6.5,16.8,7.3,"LOCAL CAMPANIEN","0-10%","N/A",7,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5911,"D1",83,"PROXFLAKE","1-10%","OTHER","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","ANGULAR","N/A",NA,NA,NA,0,0,0,0,22.4,14.5,"LOCAL CAMPANIEN","0-10%","CORTEX",20,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5912,"D1",84,"DISTFLAKE","10-40%","NORMAL","HEAVY PATINA","EXTERIOR",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","N/A",36,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5913,"D1",85,"DISTFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","SUB-RAD",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",4,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5914,"D1",86,"CORE","-1","N/A","LIGHTPATINA","NONE",NA,NA,NA,NA,NA,"ANGULAR","RADIAL",NA,NA,NA,47,0,35,25,0,0,"LOCAL CAMPANIEN","N/A","N/A",43,NA,0,"NO",NA,"INFORME","N/A",100,4,0,"MULTIFACE",30.36,22.45
5915,"D1",87,"DISTFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",5,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5916,"D1",88,"COMPFLAKE","90-99%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","OTHER",NA,NA,NA,58,38.2,38.7,12.8,10.9,4.3,"LOCAL CAMPANIEN","90-100%","CORTEX",34,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5917,"D1",89,"MEDFLAKE","90-99%","NORMAL","UNALTERED","NONE",NA,NA,NA,NA,NA,"NORMAL","OTHER",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","90-100%","N/A",7,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5918,"D1",90,"COREFRAG","-1","N/A","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,58.3,0,36.5,24,0,0,"LOCAL CAMPANIEN","N/A","N/A",47,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5919,"D1",91,"PROXFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","N/A",NA,NA,NA,0,0,0,0,20.3,8.4,"LOCAL CAMPANIEN","0-10%","N/A",8,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5920,"D1",92,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",8,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5921,"D1",93,"COMPFLAKE","40-60%","NORMAL","HEAVY PATINA","EXT/INT",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","SUB-RAD",NA,NA,NA,82.8,41.7,46.9,16.5,15.4,10.9,"LOCAL CAMPANIEN","40-60%","N/A",52,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5922,"D1",94,"MEDFLAKE","10-40%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",28,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5923,"D1",95,"CORE","-1","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","RADIAL",NA,NA,NA,52,0,43.2,23.2,0,0,"LOCAL CAMPANIEN","N/A","N/A",45,NA,0,"NO",NA,"DISK","N/A",90,5,0,"MULTIFACE",31.38,23.11
5924,"D1",96,"COMPFLAKE","0%","OTHER","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,21.9,25.7,25.7,7,15.9,5.2,"LOCAL CAMPANIEN","0-10%","N/A",4,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5925,"D1",97,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,"LRG PLAIN","NONE","NORMAL","UNI-",NA,NA,NA,43.4,32.7,32.8,12.2,17.4,9.4,"LOCAL CAMPANIEN","10-40%","CORTEX",18,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5926,"D1",98,"COREFRAG","0%","N/A","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,32,0,28.3,15.8,0,0,"LOCAL CAMPANIEN","0-10%","N/A",13,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5927,"D1",99,"MED TOOL","10-40%","NORMAL","UNALTERED","NONE",9,NA,NA,NA,NA,"NORMAL","N/A",NA,"NORMAL","N/A",0,0,0,0,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",10,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5928,"D1",100,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","N/A",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",4,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5929,"D1",101,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","PLAIN",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",4,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5930,"D1",102,"MEDFLAKE","0%","NORMAL","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"NORMAL","SUB-RAD",NA,NA,NA,0,0,0,0,0,0,"LOCAL CAMPANIEN","0-10%","N/A",5,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5931,"D1",103,"COMPFLAKE","10-40%","NORMAL","HEAVY PATINA","EXT/INT",NA,NA,NA,"REMOVED","NONE","NORMAL","BI-",NA,NA,NA,46.4,47.4,50.5,16.2,0,0,"LOCAL CAMPANIEN","10-40%","CORTEX",34,"NORMAL",0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
5932,"D1",104,"COMPTOOL","1-10%","NORMAL","HEAVY PATINA","NONE",19,NA,NA,"STRT FACET","NONE","NORMAL","N/A","2","HEAVY","NONE",71.4,35.2,35.8,12.3,21.5,0,"LOCAL CAMPANIEN","0-10%","FLINT",36,"NORMAL",0,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA
5933,"D1",105,"COREFRAG","-1","N/A","HEAVY PATINA","NONE",NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,59,0,28.75,19,0,0,"LOCAL CAMPANIEN","N/A","N/A",27,NA,0,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA
